"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "LOC_column" "transcript" "database" "uniprot_accession" "geneID" "species" "pident" "length" "mismatch" "gapopen" "qstart" "qend" "sstart" "send" "evalue" "bitscore" "reviewed" "entryname" "protein_name" "gene_name" "organism" "prot_length" "GO_ID" "GO_BP" "GO_MF" "GO_CC" "Genename_orderedlocus" "Induction" "Pathwaycommons" "Reactome" "Unipathway" "Interacts_with"
"gene-LOC134702776|LOC134702776" 333.658889495482 -0.394401306428891 0.13993112843139 0.000447187952667319 0.0334333974794185 "LOC134702776" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134714863|LOC134714863" 21.5343603909471 1.03752080499203 0.243637283696597 1.09230761283979e-06 0.000598875853866296 "LOC134714863" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134710193|LOC134710193" 24.119064707359 2.30725225879571 0.877420811504132 0.000243033930848167 0.0229163103770784 "LOC134710193" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134687200|LOC134687200" 95.2630189498555 0.352127073392276 0.106300024060066 0.000111521015692515 0.0138067712277853 "LOC134687200" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134712135|LOC134712135" 21.896265047784 -0.602478006689219 0.186572130483174 7.62827801036957e-05 0.0114158219935994 "LOC134712135" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134711384|LOC134711384" 10.450683625658 1.10328707991407 0.425976754238952 0.000358431933392196 0.0281897236501306 "LOC134711384" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134688483|LOC134688483" 19.0411749639922 2.50478089232644 0.93709591784621 0.000210506371178015 0.0216400549571 "LOC134688483" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134720609|LOC134720609" 22.9088053041928 -1.51688627050473 0.424507487020762 1.37457976342052e-05 0.00410470184064289 "LOC134720609" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134706828|LOC134706828" 62.0814986702418 1.26178113598601 0.458633821995938 0.000209932654464061 0.0216400549571 "LOC134706828" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"gene-LOC134712200|LOC134712200" 18.0354908307368 0.996948579028327 0.366967041320448 0.000245213437887025 0.0229163103770784 "LOC134712200" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
