"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 12.991148459769 -0.0426466547199833 0.153503148207915 0.576936776989051 0.87811038509632
"gene-LOC134683207|LOC134683207" 18.6617949720389 0.113938688748174 0.1548119895992 0.228714744267296 0.615359116316682
"gene-LOC134691074|LOC134691074" 43.3015113394974 0.252142699972462 0.176973063862664 0.0313838584726477 0.234666540999642
"gene-LOC134725448|LOC134725448" 12.6541248887817 -0.0024482482396385 0.150336318754763 0.972331866282283 0.994151162426136
"gene-LOC134725095|LOC134725095" 579.573398316223 -0.0336135295806811 0.1231077394567 0.697229831858557 0.933111899994714
"gene-LOC134724950|LOC134724950" 10.533500274914 -0.173871420872065 0.241021321203008 0.0757558472553898 0.358667436506608
"gene-LOC134715300|LOC134715300" 17.273174608322 -0.0259276037336775 0.168392709643907 0.550229553818303 0.867287076371819
"gene-LOC134680880|LOC134680880" 21.8020945367553 -0.679199081788493 0.29065891991962 0.00104621447846486 0.0371131217716063
"gene-LOC134682079|LOC134682079" 48.5578988611859 -0.742000449581639 0.330710282932971 0.00114528753203878 0.0392484651273824
"gene-LOC134690923|LOC134690923" 90.2858313330223 0.0872044047913286 0.112921016843674 0.31766412875629 0.705483620038902
"gene-LOC134707468|LOC134707468" 12.1600466020774 1.13894928736821 0.549880000735883 0.0013423585686999 0.0421454302345263
"gene-LOC134727934|LOC134727934" 27.6290975399052 -0.655565696793819 0.299264259762729 0.00150019415976959 0.0444611170098582
"gene-LOC134712069|LOC134712069" 29.8352922384386 -0.0502939044115314 0.173511648645736 0.322084535498275 0.708699510042974
"gene-LOC134715471|LOC134715471" 21.0767620330083 -0.0279368919951719 0.138957559355052 0.736070293552149 0.946933242358505
"gene-LOC134725168|LOC134725168" 20.8665078492683 -0.00831047192736939 0.148244094258129 0.910857858255215 0.981950116019077
"gene-LOC134715042|LOC134715042" 14.8196473910014 -0.0560317977913058 0.175898760751019 0.278328565519559 0.668000442062162
"gene-LOC134703116|LOC134703116" 76.4797115966539 0.849622898774249 0.168044891246874 0.140507825908003 0.496203325559565
"gene-LOC134711670|LOC134711670" 9.42867430944605 -0.115675492835318 0.190461637099357 0.16813133133897 0.534323131532747
"gene-LOC134706624|LOC134706624" 12.6561489513981 -0.063907842357349 0.165793578976182 0.383404901959197 0.75889165920402
"gene-LOC134711335|LOC134711335" 33.8559729146163 0.0554100007559171 0.141496919690384 0.521199546401433 0.853863120895097
"gene-LOC134717773|LOC134717773" 186.771651266353 -0.0621950770454831 0.094699439558872 0.433318698014511 0.799838571274454
