"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134680880|LOC134680880" 21.8020945367553 -0.679199081788493 0.29065891991962 0.00104621447846486 0.0371131217716063
"gene-LOC134682079|LOC134682079" 48.5578988611859 -0.742000449581639 0.330710282932971 0.00114528753203878 0.0392484651273824
"gene-LOC134707468|LOC134707468" 12.1600466020774 1.13894928736821 0.549880000735883 0.0013423585686999 0.0421454302345263
"gene-LOC134727934|LOC134727934" 27.6290975399052 -0.655565696793819 0.299264259762729 0.00150019415976959 0.0444611170098582
"gene-LOC134715138|LOC134715138" 123.060416579329 0.808171570912372 0.156752892452864 1.68241926300976e-08 1.05148809523414e-05
"gene-LOC134722146|LOC134722146" 133.431660034182 -0.626739201334257 0.285786834446987 0.00149200153838098 0.0444611170098582
"gene-LOC134714468|LOC134714468" 26.925333567169 -0.755464144109014 0.338986141936887 0.00119090659027788 0.0397915761632297
"gene-LOC134697440|LOC134697440" 344.137165404361 -1.03478469399502 0.264963225088137 4.46609947300396e-06 0.00112176098487451
"gene-LOC134681413|LOC134681413" 10.1460244403706 0.916980879918509 0.397953269777496 0.000923095048375552 0.0352032687558509
"gene-LOC134707955|LOC134707955" 87.6090439206445 1.12021531197025 0.142173590617539 2.35652448241905e-16 8.58246216497017e-13
"gene-LOC134724759|LOC134724759" 72.6583296261837 -0.602441821080346 0.287978818151764 0.0019930222960174 0.0498871972652604
"gene-LOC134706996|LOC134706996" 31.0083757711196 0.479087136165069 0.209068702196511 0.00182901997567566 0.0482052541161716
"gene-LOC134687586|LOC134687586" 156.361688844782 0.476554811382318 0.183855226533649 0.000846213183638444 0.0333730961868805
"gene-LOC134689642|LOC134689642" 95.3614164838387 -0.175571161433635 0.340850835212985 0.00165289455294689 0.04621093084131
"gene-LOC134725101|LOC134725101" 112.885279565537 0.473990048250325 0.199927862929807 0.00151023146689991 0.0444611170098582
"gene-LOC134694199|LOC134694199" 20.8426209766909 -0.880132068111888 0.329100359746392 0.000354951269354569 0.0195424219918934
"gene-LOC134721406|LOC134721406" 56.637686235566 -0.527814144349845 0.214674010360003 0.00106234788974031 0.0373823286418765
"gene-LOC134725495|LOC134725495" 140.321613484113 -0.335914500789259 0.111960702664418 0.000482846421864368 0.0242647819964473
"gene-LOC134685155|LOC134685155" 13.4941634584314 0.889690226334568 0.408035233913898 0.00123570199487999 0.039880231698633
"gene-LOC134720663|LOC134720663" 59.5589357662711 1.25094041743102 0.227480894114458 2.17361173496536e-09 1.97907348468596e-06
"gene-LOC134716854|LOC134716854" 177.655635989413 0.727091000934684 0.147571210802289 6.1174328285163e-08 2.97062538152751e-05
"gene-LOC134697084|LOC134697084" 205.298995629146 0.353393481075617 0.139008825181288 0.00166500516777981 0.04621093084131
"gene-LOC134728292|LOC134728292" 173.208894269356 1.02995201125902 0.211244354859793 5.93962539413093e-08 2.97062538152751e-05
"gene-LOC134725070|LOC134725070" 21.3023583267604 -0.647703257039897 0.313723523119267 0.00197715208060334 0.0496606060521199
"gene-LOC134711804|LOC134711804" 53.1477589337808 -0.730905445046439 0.239447426621601 0.000136348650706332 0.0115124658178822
"gene-LOC134726044|LOC134726044" 24.9701597610977 -0.624077708946479 0.289340579445185 0.00173363176365721 0.0469433969014093
"gene-LOC134691216|LOC134691216" 16.0575677725301 -1.03080183545741 0.451546422899657 0.000838095310914416 0.0333589412278722
"gene-LOC134685237|LOC134685237" 31.9058347651549 0.846374061136847 0.330403808982247 0.000483030393943555 0.0242647819964473
"gene-LOC134721575|LOC134721575" 14.8484404910721 0.985209941239003 0.385358962652533 0.000462909540974943 0.0237453034962076
"gene-LOC134694369|LOC134694369" 40.0631836839178 -0.574473615376737 0.192331356997658 0.000216788462016999 0.0142260104264128
"gene-LOC134714522|LOC134714522" 21.9555749785654 -0.672645100006632 0.296927536985467 0.00123736029158307 0.039880231698633
"gene-LOC134724736|LOC134724736" 35.9294580699796 -0.76975032140945 0.25774727155312 0.000161561301053629 0.0125459512661594
"gene-LOC134696041|LOC134696041" 11.6893369903758 -2.14100204151832 0.787070588210751 0.000201649231262967 0.0138157487694927
"gene-LOC134710718|LOC134710718" 69.8218312565947 -0.615464231254339 0.2670364944539 0.00118844298042 0.0397915761632297
"gene-LOC134687585|LOC134687585" 16.2775141531557 -0.969790013905341 0.407617480223708 0.00067922778310206 0.0292751193616296
"gene-LOC134711424|LOC134711424" 23.8228302238611 -0.679121104228234 0.218554880711729 0.000120770109937872 0.0107279204974081
"gene-LOC134714925|LOC134714925" 19.0070139536496 -1.11982695406755 0.357253012377613 7.68175979733435e-05 0.00766492306353197
"gene-LOC134685015|LOC134685015" 12.3338885344268 -1.18525982800868 0.486438981478317 0.000560231836034608 0.0261948256120968
"gene-LOC134683219|LOC134683219" 13.0124029778038 -0.0310858798904257 0.158460575548599 0.00119980102645918 0.039880231698633
"gene-LOC134707080|LOC134707080" 104.4712546595 -0.776893089237547 0.383101895972067 0.00165587826958121 0.04621093084131
"gene-LOC134696286|LOC134696286" 42.4332030981387 -0.693801733354074 0.252818070985878 0.00035951188178387 0.0195424219918934
"gene-LOC134688473|LOC134688473" 124.003328480224 -0.635672864115463 0.298456377358028 0.00167779542925753 0.0462919011617872
"gene-LOC134712346|LOC134712346" 58.4214830703795 1.19622913667843 0.334336645510216 1.68889978932627e-05 0.00273376579232278
"gene-LOC134714372|LOC134714372" 48.8667160696737 0.803349798185321 0.183717601294176 8.26965110683534e-07 0.000286838755534232
"gene-LOC134717170|LOC134717170" 235.889992520423 0.39288109259845 0.107881874670772 3.89251260586224e-05 0.0049742213721229
"gene-LOC134693121|LOC134693121" 126.90580142745 1.01800514634535 0.301775684097532 3.64189379276494e-05 0.00482319170663634
"gene-LOC134688348|LOC134688348" 73.8866782492259 -0.901009698287673 0.229593030730512 5.07569468839945e-06 0.00119262451968715
"gene-LOC134714631|LOC134714631" 94.1234760693435 -0.87376050672127 0.365321459823878 0.00066802997684881 0.029134493878804
"gene-LOC134692876|LOC134692876" 45.2571409399629 0.66401843466475 0.184407004146881 2.28014460471248e-05 0.0035337390001544
"gene-LOC134725059|LOC134725059" 17.1777571535321 1.5412236799413 0.533814607428396 0.000149583740948204 0.0119732743853486
"gene-LOC134725463|LOC134725463" 29.4410987532452 0.580577294979061 0.19732048126737 0.000255296646529745 0.0160308687355402
"gene-LOC134687086|LOC134687086" 37.9085976384746 0.569631898866481 0.240971525025341 0.00121868733736583 0.039880231698633
"gene-LOC134690802|LOC134690802" 35.2958783440698 0.668781472934888 0.205698385141269 7.92251017886216e-05 0.00779831947876108
"gene-LOC134685466|LOC134685466" 17.8694364923974 -0.9079889987315 0.372704218738906 0.000629715627538617 0.0284915056443526
"gene-LOC134707589|LOC134707589" 21.6951329551274 -0.744525128852485 0.324503835058934 0.00104960229063027 0.0371131217716063
"gene-LOC134692032|LOC134692032" 9.85986624884719 -1.40614999714194 0.618033358716529 0.000717303864815924 0.0300278238581563
"gene-LOC134695971|LOC134695971" 58.4343036790761 0.475901419029006 0.199755890960487 0.00148220574034894 0.044429574537867
"gene-LOC134724944|LOC134724944" 51.7375019506479 -1.32609839876841 0.461803020501407 0.000142863892203268 0.0115624510089844
"gene-LOC134701485|LOC134701485" 18.1599507432702 0.808506687434604 0.282129210651728 0.000219338316345182 0.0142648240737349
"gene-LOC134715894|LOC134715894" 10.6342139149269 -0.750638823043181 0.321715924671932 0.000992096224936916 0.0363137130775905
"gene-LOC134708016|LOC134708016" 26.1808968154952 -0.836920652432796 0.3867413879791 0.00122275688637501 0.039880231698633
"gene-LOC134687118|LOC134687118" 103.741523179626 -0.58129946861131 0.212288211328705 0.000427760589365955 0.0221131744841487
"gene-LOC134723868|LOC134723868" 253.092270429294 0.349881416220707 0.129879191208002 0.00112108146537908 0.0388855113991486
