"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134721619|LOC134721619" 34.2920461926948 -1.40872331806283 0.499550615653786 0.00016287444526129 0.0147817294400856
"gene-LOC134707468|LOC134707468" 27.0122095348483 4.77736982350929 1.12758583093883 7.25072770119881e-07 0.000297890423345042
"gene-LOC134680973|LOC134680973" 146.645556396303 -0.683938824501351 0.328257730032799 0.00107791543432279 0.0440534443996005
"gene-LOC134685599|LOC134685599" 84.4515331293927 1.1837969057566 0.560670273965216 0.00092068216159132 0.0404805178569687
"gene-LOC134714175|LOC134714175" 133.367271112556 -1.73886210300147 0.390552266027132 3.61646093031643e-07 0.000190311801959782
"gene-LOC134696437|LOC134696437" 41.3615956731186 -0.0706489174300321 0.144107295749539 6.83381302349047e-05 0.00982631776583417
"gene-LOC134697243|LOC134697243" 17.8101351330747 -0.554027646570792 0.255638377471584 0.00118387714421038 0.0470400248064641
"gene-LOC134712475|LOC134712475" 113.54667667527 -1.36879578097145 0.515397935882251 0.000242205262542273 0.0167314538000441
"gene-LOC134716281|LOC134716281" 51.9068584678697 -0.391864295280595 0.162056264445472 0.000902302497770358 0.0400191664636103
"gene-LOC134725578|LOC134725578" 736.338712907172 -1.15045185492281 0.459551404173135 0.000360248532672277 0.0219695316096859
"gene-LOC134687106|LOC134687106" 35.8004731424343 -0.435414696037809 0.1604792267604 0.000377855382873159 0.0226887624515991
"gene-LOC134685124|LOC134685124" 208.856218193243 0.240752382809665 0.0820849275923317 0.000436257263265425 0.0252253644225919
"gene-LOC134695436|LOC134695436" 132.986887303228 -0.34217245734586 0.141105570387294 0.00102061347852192 0.0424670347208561
"gene-LOC134687586|LOC134687586" 114.1653443491 0.786459295828463 0.301137429585059 0.00033251546085969 0.0207649254997659
"gene-LOC134715973|LOC134715973" 18.5959710232163 1.76953961137769 0.585155110450796 8.68754164434426e-05 0.0103453028740033
"gene-LOC134693464|LOC134693464" 21.5991121419432 -0.869643732217422 0.340466278184381 0.000376691773149761 0.0226887624515991
"gene-LOC134697084|LOC134697084" 220.761977588563 0.458921764942404 0.130476466857893 2.65194844953433e-05 0.00517527739926625
"gene-LOC134693881|LOC134693881" 48.798114955162 -0.869113954860935 0.282863028387144 8.87951950497338e-05 0.0103453028740033
"gene-LOC134716384|LOC134716384" 54.0689369080117 -0.0740212503393706 0.146592421811554 0.00106945664304363 0.0439377818715713
"gene-LOC134690918|LOC134690918" 75.5222422822223 4.05757906083996 1.30615389826851 4.78181346900575e-05 0.00761772162021609
"gene-LOC134720772|LOC134720772" 622.824236384696 0.382287542559889 0.132755491587275 0.000259940991735652 0.0171957574702415
"gene-LOC134691273|LOC134691273" 196.374515646234 0.538178708717643 0.176160077576103 0.000112226833849627 0.0118384143922998
"gene-LOC134725552|LOC134725552" 1162.91517212148 -0.324895214084158 0.123453354657625 0.000708674098305679 0.0330383092075761
"gene-LOC134685624|LOC134685624" 58.6401725726546 -0.606781924375412 0.225990368420288 0.000316486116776367 0.0201905181246858
"gene-LOC134719439|LOC134719439" 144.407453125039 0.839511063569593 0.187578349638163 3.88079139563155e-07 0.000190311801959782
"gene-LOC134694047|LOC134694047" 129.452082885093 1.06072103473155 0.345055445130983 7.55406862524966e-05 0.00997078014349246
"gene-LOC134685076|LOC134685076" 92.8471462279564 -1.05892455274717 0.215591061794295 4.72045118744186e-08 6.14130699486186e-05
"gene-LOC134706722|LOC134706722" 142.459341060668 -0.339396402636921 0.133105527427381 0.000770856685164246 0.0349843446766983
"gene-LOC134724563|LOC134724563" 82.9063630128031 0.36801729486897 0.133251611592907 0.000383694980433781 0.0228635344829473
"gene-LOC134693121|LOC134693121" 158.914236364044 0.890776411978724 0.302579605036522 0.000125209928709633 0.0126933597858103
"gene-LOC134715079|LOC134715079" 82.111319184839 -0.396751232787774 0.135449864496961 0.000216656567639392 0.0159549166697461
"gene-LOC134685357|LOC134685357" 54.4546092297921 0.402274806475948 0.157477853532014 0.000588882572195788 0.0306454490570688
"gene-LOC134682905|LOC134682905" 852.498562932558 -0.305220421199608 0.121554601203847 0.00090111735345714 0.0400191664636103
"gene-LOC134685466|LOC134685466" 82.1364929130553 -0.508881292183196 0.210410584008003 0.000711047392630384 0.0330383092075761
"gene-LOC134728247|LOC134728247" 57.9860096915079 0.454907096434053 0.161597700327864 0.000269928193121838 0.017706382147135
"gene-LOC134683588|LOC134683588" 26.0279721276657 -0.035720112380488 0.11398752038081 0.000341942709856657 0.0211841650249291
"gene-LOC134715370|LOC134715370" 77.8279891767545 -0.841347929960207 0.360025990077873 0.000568087946388402 0.0297617081175025
"gene-LOC134727011|LOC134727011" 1029.0260171118 -1.56906758322485 0.463672224412323 2.51504898871615e-05 0.00503396728356879
"gene-LOC134691600|LOC134691600" 49.9903934460046 -0.0752961862638233 0.150814436175679 1.69918820544509e-05 0.00368440642547345
"gene-LOC134706769|LOC134706769" 31.2145315094077 -0.504870341889932 0.222630895528548 0.00100962039635992 0.0423714882472343
"gene-LOC134708353|LOC134708353" 1085.43983743511 0.319016868422275 0.128567339994441 0.000978415137600136 0.0417350194759927
"gene-LOC134725842|LOC134725842" 309.175328477938 -0.915703651974601 0.323099221196599 0.000166640044930506 0.0147817294400856
"gene-LOC134718822|LOC134718822" 143.125875254004 -0.500027194858125 0.194039091184236 0.000470563688574549 0.0267470560716536
"gene-LOC134684257|LOC134684257" 145.1666482697 -0.473361857857875 0.141304250071738 4.59930837421322e-05 0.00747962524356424
"gene-LOC134690824|LOC134690824" 510.234279987743 -1.46664876084129 0.361199556148694 1.97389765739068e-06 0.000700374777890529
"gene-LOC134707932|LOC134707932" 14.2138719521493 1.30845497281923 0.421611618785776 7.04936965009882e-05 0.00982631776583417
"gene-LOC134725783|LOC134725783" 1304.81452241535 -0.925474353923332 0.380964694652765 0.000472853412488879 0.0267470560716536
"gene-LOC134691069|LOC134691069" 51.4626308545047 -0.933484718513144 0.267602611557513 2.01589511601014e-05 0.00425299385826356
"gene-LOC134685672|LOC134685672" 31.6678757496204 -0.622483962849534 0.213460571636646 0.000161793132590644 0.0147817294400856
"gene-LOC134721691|LOC134721691" 40.839025663068 2.27148991843804 1.06843356741012 0.000724330466729142 0.0334563528005188
"gene-LOC134710174|LOC134710174" 25.3459747133889 -0.845783120195894 0.273354670316093 7.6639355445753e-05 0.00997078014349246
"gene-LOC134696622|LOC134696622" 281.872611187236 0.459513012671543 0.151378308410657 0.000134273999070269 0.0134377286761862
"gene-LOC134696458|LOC134696458" 43.9001524046576 -1.2136725873859 0.53437754949214 0.0006658524713348 0.0316929536051186
"gene-LOC134687117|LOC134687117" 86.0587229089711 -1.26758749279968 0.229529926343193 1.82896733559897e-09 7.13845951084278e-06
"gene-LOC134685661|LOC134685661" 82.6417723693678 -0.456517018058519 0.136692805375045 5.09512181994571e-05 0.00795450418529924
"gene-LOC134712044|LOC134712044" 19.0109935755001 1.01350473997956 0.441842945831191 0.0006621674413229 0.0316929536051186
"gene-LOC134721144|LOC134721144" 35.127899079889 1.23032174490048 0.364288013226561 2.74058244461954e-05 0.00521780160065857
"gene-LOC134725577|LOC134725577" 677.835490517749 -0.986856759594027 0.357867341682512 0.00019809224487504 0.0155696968699798
"gene-LOC134722108|LOC134722108" 150.23248962823 -1.15819169283284 0.387663573425622 9.9579218624098e-05 0.011104505436853
"gene-LOC134712628|LOC134712628" 30.8557740428397 0.909202575382645 0.380592758137713 0.000556357211374985 0.0293440837296833
"gene-LOC134695697|LOC134695697" 83.8697974312468 0.417770389566208 0.160639063734322 0.000544502061492064 0.0290105188060001
